,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,AvgBedsPerRoom
16929,3.2285,33.0,4.267339218158891,1.0327868852459017,2626.0,3.3114754098360657,37.57,-122.32,0.24202127659574466
15987,3.2083,40.0,4.11318553092182,1.0980163360560093,1675.0,1.9544924154025671,37.76,-122.47,0.2669503546099291
14882,3.9167,36.0,5.695652173913044,0.9057971014492754,408.0,2.9565217391304346,32.62,-117.06,0.15903307888040713
8493,2.9559,13.0,3.972491909385113,1.0695792880258899,1975.0,3.1957928802588995,33.9,-118.3,0.26924643584521385
18673,5.8325,18.0,6.351875808538163,1.0569210866752912,1971.0,2.54980595084088,36.96,-121.88,0.16639511201629328
3264,3.8333,24.0,7.572413793103448,1.3310344827586207,353.0,2.43448275862069,39.12,-123.07,0.17577413479052825
9321,2.6036,44.0,3.9505494505494507,1.0472527472527473,1831.0,2.012087912087912,37.97,-122.53,0.2650904033379694
5061,1.8818,35.0,3.6591639871382635,0.977491961414791,1128.0,3.627009646302251,33.99,-118.28,0.2671353251318102
8444,3.9355,41.0,4.296551724137931,0.9816091954022989,1334.0,3.066666666666667,33.91,-118.37,0.22846441947565543
11109,3.3375,32.0,5.245098039215686,1.026143790849673,986.0,3.2222222222222223,33.85,-117.9,0.19563862928348907
2098,1.869,43.0,5.966911764705882,1.0808823529411764,781.0,2.8713235294117645,36.76,-119.77,0.18114602587800369
7001,2.9714,37.0,4.071428571428571,1.0124223602484472,2778.0,4.313664596273292,33.96,-118.05,0.24866514111365373
7292,1.6685,34.0,3.0230978260869565,1.0230978260869565,2980.0,4.048913043478261,33.98,-118.22,0.3384269662921348
3671,5.35,35.0,5.400763358778626,0.9885496183206107,1577.0,3.0095419847328246,34.21,-118.41,0.18303886925795054
4968,1.8656,50.0,3.377922077922078,1.0311688311688312,3080.0,4.0,34.01,-118.28,0.30526720492118414
12163,2.625,11.0,5.873809523809523,1.105952380952381,2508.0,2.9857142857142858,33.76,-117.16,0.18828536684231864
18621,4.8,20.0,5.430232558139535,1.1046511627906976,229.0,2.6627906976744184,37.08,-122.04,0.20342612419700215
10629,7.3518,16.0,7.165584415584416,0.9448051948051948,1081.0,3.50974025974026,33.71,-117.78,0.13185319438151336
4416,1.7945,50.0,2.6533333333333333,0.9777777777777777,2183.0,3.234074074074074,34.08,-118.26,0.3685092127303182
18665,2.7375,23.0,4.818318318318318,1.1231231231231231,1423.0,2.1366366366366365,36.99,-121.96,0.23309442193829855
13088,3.9934,18.0,5.781935483870968,1.0064516129032257,2211.0,2.8529032258064517,38.55,-121.35,0.17406828832849808
8940,2.5417,41.0,3.632850241545894,0.9710144927536232,482.0,2.3285024154589373,34.01,-118.47,0.26728723404255317
19903,2.2024,33.0,4.766968325791855,1.0203619909502262,1364.0,3.085972850678733,36.32,-119.29,0.21404841006169908
12699,2.6442,34.0,3.1272727272727274,0.6909090909090909,149.0,2.709090909090909,38.61,-121.44,0.22093023255813954
19866,4.5938,18.0,6.153664302600473,1.1300236406619386,1158.0,2.7375886524822697,36.33,-119.32,0.18363426815213216
22,1.725,52.0,5.096234309623431,1.1317991631799162,1015.0,2.1234309623430963,37.84,-122.27,0.2220853858784893
2934,1.6981,29.0,5.4801762114537445,1.171806167400881,933.0,4.110132158590308,35.36,-118.98,0.21382636655948553
12302,2.6643,10.0,4.436454849498328,1.0384615384615385,1967.0,3.289297658862876,33.92,-116.89,0.23407463249151905
16010,5.3961,52.0,6.6871165644171775,1.0,856.0,2.625766871165644,37.74,-122.46,0.14954128440366973
6597,1.8932,44.0,4.782608695652174,0.9948849104859335,1345.0,3.4398976982097187,34.18,-118.16,0.20802139037433157
12806,1.9688,29.0,4.036734693877551,1.0979591836734695,823.0,1.6795918367346938,38.6,-121.46,0.2719919110212336
15874,2.0577,52.0,3.8627450980392157,1.0032679738562091,1029.0,3.3627450980392157,37.75,-122.4,0.25972927241962773
16695,2.7128,26.0,5.492392807745505,1.1106500691562933,1792.0,2.4785615491009683,35.13,-120.62,0.20221606648199447
4833,1.78,41.0,4.206106870229007,1.083969465648855,1868.0,4.753180661577608,34.03,-118.3,0.2577132486388385
18788,2.8085,16.0,5.648760330578512,1.0351239669421488,1413.0,2.919421487603306,40.46,-122.45,0.18324798829553768
16118,4.1029,52.0,5.632022471910112,1.0084269662921348,847.0,2.3792134831460676,37.79,-122.46,0.17905236907730673
16428,3.5,14.0,5.5528455284552845,1.0785907859078592,1071.0,2.902439024390244,38.16,-121.32,0.19424109321620306
19235,5.8369,19.0,7.145374449339207,0.9889867841409692,1174.0,2.5859030837004404,38.48,-122.64,0.13840937114673244
14522,3.7156,15.0,4.420634920634921,1.0222222222222221,1798.0,2.853968253968254,32.9,-117.13,0.23123877917414717
15322,3.9875,32.0,5.392241379310345,0.9482758620689655,700.0,3.0172413793103448,33.2,-117.35,0.17585931254996
56,1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.23263327948303716
3412,4.7932,22.0,5.29665071770335,0.9868421052631579,3152.0,3.770334928229665,34.28,-118.38,0.18631436314363142
10416,6.1078,2.0,6.570224719101123,1.1474719101123596,1970.0,2.7668539325842696,33.63,-117.61,0.17464728516460026
2855,3.8307,33.0,5.728440366972477,1.0623853211009173,1733.0,3.179816513761468,35.38,-118.92,0.18545803971812938
400,4.2614,52.0,5.520958083832335,0.9940119760479041,769.0,2.302395209580838,37.88,-122.28,0.18004338394793926
2986,1.9417,35.0,4.78743961352657,1.067632850241546,620.0,2.995169082125604,35.33,-119.0,0.22300706357214936
10251,2.425,17.0,3.1600877192982457,1.162280701754386,769.0,1.6864035087719298,33.89,-117.87,0.36780013879250517
6605,4.0985,45.0,5.737179487179487,1.0128205128205128,1035.0,3.3173076923076925,34.19,-118.17,0.176536312849162
18569,2.4615,46.0,4.465573770491804,1.0524590163934426,1068.0,3.501639344262295,36.92,-121.75,0.23568281938325988
19837,2.25,19.0,4.436708860759493,1.0253164556962024,1327.0,4.199367088607595,36.52,-119.28,0.23109843081312412
17400,2.0995,15.0,3.430830039525692,0.9644268774703557,1133.0,4.478260869565218,34.93,-120.44,0.28110599078341014
11632,6.0162,20.0,5.639830508474576,0.9830508474576272,1275.0,2.7012711864406778,33.82,-118.03,0.17430503380916607
11582,5.0866,32.0,6.1954261954261955,1.027027027027027,1370.0,2.8482328482328483,33.76,-118.03,0.1657718120805369
20025,1.7756,21.0,4.904761904761905,1.0376984126984128,1238.0,2.4563492063492065,36.07,-119.05,0.2115695792880259
16473,3.1284,8.0,4.3759873617693525,1.014218009478673,1611.0,2.5450236966824646,38.11,-121.26,0.23176895306859205
14602,3.0625,37.0,5.275,0.9875,211.0,2.6375,32.8,-117.16,0.1872037914691943
6554,5.7051,35.0,5.7272727272727275,0.9973262032085561,986.0,2.6363636363636362,34.17,-118.07,0.17413632119514472
8780,3.8287,35.0,4.857142857142857,1.0930232558139534,1675.0,2.7823920265780733,33.79,-118.32,0.2250341997264022
17612,5.3077,18.0,6.065767284991568,1.1197301854974704,1321.0,2.2276559865092747,37.29,-121.91,0.18459827634139558
7258,1.7679,36.0,3.9617021276595743,1.0468085106382978,732.0,3.1148936170212767,34.01,-118.16,0.26423200859291085
14655,2.5368,35.0,6.21078431372549,1.0392156862745099,710.0,3.480392156862745,32.8,-117.14,0.16732438831886345
15325,5.276,23.0,6.845559845559846,1.0675675675675675,1533.0,2.9594594594594597,33.19,-117.34,0.15595036661026507
5781,6.9408,52.0,5.3125,1.0125,493.0,3.08125,34.16,-118.24,0.19058823529411764
17309,3.6969,35.0,4.474820143884892,1.223021582733813,278.0,2.0,34.39,-119.59,0.2733118971061093
11710,3.9722,21.0,17.25,3.1944444444444446,309.0,2.1458333333333335,39.14,-120.16,0.1851851851851852
17513,5.5259,52.0,5.943786982248521,1.0,841.0,2.4881656804733727,37.33,-121.92,0.1682429069188651
7233,3.0179,42.0,3.7574626865671643,1.0335820895522387,1060.0,3.955223880597015,34.01,-118.14,0.2750744786494538
13626,1.8281,44.0,3.78,0.8933333333333333,565.0,3.7666666666666666,34.11,-117.27,0.236331569664903
12277,2.8783,5.0,5.821086261980831,1.1725239616613419,798.0,2.549520766773163,33.95,-117.02,0.20142700329308452
519,5.883,52.0,6.21608040201005,1.0125628140703518,1104.0,2.7738693467336684,37.82,-122.25,0.16289409862570736
1755,5.5196,46.0,5.400568181818182,0.8380681818181818,833.0,2.366477272727273,37.94,-122.32,0.1551814834297738
4508,2.1058,41.0,4.481632653061224,1.0775510204081633,1178.0,4.808163265306122,34.05,-118.19,0.2404371584699454
17278,5.0434,26.0,5.549822064056939,1.0,1459.0,2.596085409252669,34.43,-119.74,0.18018595703751203
14731,4.0656,27.0,6.09375,0.990625,950.0,2.96875,32.81,-117.02,0.16256410256410256
5263,6.5147,47.0,5.838235294117647,0.9264705882352942,819.0,2.4088235294117646,34.04,-118.52,0.15869017632241816
1069,1.1019,13.0,4.456632653061225,1.0752551020408163,1571.0,2.003826530612245,39.74,-121.86,0.24127074985689753
8340,4.5368,37.0,5.720250521920668,1.0521920668058455,1468.0,3.0647181628392484,33.94,-118.32,0.18394160583941607
8419,2.2976,32.0,3.2487046632124352,1.0336787564766838,1281.0,3.3186528497409324,33.93,-118.34,0.3181818181818182
20543,1.7311,33.0,3.8828522920203734,1.0299943406904357,3717.0,2.103565365025467,38.55,-121.74,0.26526745372394694
14676,2.15,15.0,4.060975609756097,0.926829268292683,247.0,1.5060975609756098,32.8,-117.09,0.22822822822822827
6611,5.9009,52.0,7.2877551020408164,1.0408163265306123,1434.0,2.926530612244898,34.18,-118.11,0.1428171380565668
17211,3.1563,31.0,3.2925851703406814,1.0,1253.0,2.5110220440881763,34.42,-119.71,0.30371272063298843
665,5.0043,36.0,5.907651715039578,1.0316622691292876,1203.0,3.174142480211082,37.7,-122.16,0.17463153193389905
14947,5.0864,16.0,6.6573426573426575,1.0,530.0,3.7062937062937062,32.73,-116.98,0.15021008403361344
716,2.4042,29.0,4.32037037037037,0.9962962962962963,1120.0,2.074074074074074,37.68,-122.09,0.23060437205315046
5780,2.8088,18.0,3.6755555555555555,1.12,1763.0,2.611851851851852,34.15,-118.26,0.3047158403869408
16228,2.5195,20.0,5.049707602339181,1.128654970760234,730.0,2.134502923976608,37.96,-121.33,0.22350897510133183
1699,5.5,35.0,5.981060606060606,0.9204545454545454,734.0,2.7803030303030303,37.96,-122.28,0.1538948701709943
1877,1.8906,27.0,5.874015748031496,1.547244094488189,717.0,2.822834645669291,38.94,-119.96,0.26340482573726537
15082,2.4141,28.0,4.327169274537695,1.0369843527738265,1964.0,2.793741109530583,32.8,-116.94,0.2396449704142012
19538,2.6964,14.0,4.718693284936479,1.015426497277677,3221.0,2.922867513611615,37.65,-120.95,0.2151923076923077
7320,2.4375,36.0,2.814814814814815,0.9601139601139601,1508.0,4.296296296296297,33.99,-118.18,0.34109311740890685
9724,4.4271,28.0,5.743055555555555,1.2361111111111112,703.0,4.881944444444445,36.86,-121.73,0.21523579201934706
18270,9.281,31.0,7.131233595800525,0.9868766404199475,1001.0,2.627296587926509,37.36,-122.08,0.13838792786161205
6800,3.2307,25.0,3.757716049382716,1.0578703703703705,3518.0,2.7145061728395063,34.09,-118.12,0.28151950718685836
4916,1.75,47.0,3.627906976744186,1.1023255813953488,888.0,4.130232558139535,34.0,-118.27,0.3038461538461538
7065,4.2051,37.0,4.829090909090909,0.9927272727272727,1115.0,4.054545454545455,33.94,-118.04,0.2055722891566265
7140,1.8906,32.0,3.460348162475822,1.0212765957446808,1429.0,2.7640232108317213,34.02,-118.12,0.2951369480156512
2979,3.8117,14.0,5.018112488083889,1.0142993326978074,3278.0,3.124880838894185,35.33,-119.06,0.20212765957446807
13154,4.2333,20.0,6.1981566820276495,1.0599078341013826,731.0,3.3686635944700463,36.81,-121.5,0.17100371747211898
8990,6.8112,25.0,7.076693227091633,1.0079681274900398,2519.0,2.508964143426295,33.98,-118.38,0.14243490499648134
6861,2.8672,30.0,4.635616438356164,1.0904109589041096,1130.0,3.095890410958904,34.06,-118.13,0.23522458628841605
8168,3.1042,44.0,5.06989247311828,1.0725806451612903,1167.0,3.1370967741935485,33.8,-118.15,0.21155885471898195
15497,6.0336,10.0,6.26032315978456,0.9784560143626571,1410.0,2.5314183123877916,33.11,-117.24,0.1562948092916547
11972,3.0909,34.0,5.572944297082228,1.129973474801061,1150.0,3.050397877984085,34.01,-117.43,0.2027605901951452
8128,3.233,25.0,4.633587786259542,1.0729431721798135,3010.0,2.553011026293469,33.79,-118.16,0.23155775215083288
17296,3.9659,8.0,4.360613810741688,1.0230179028132993,886.0,2.265984654731458,34.41,-119.53,0.23460410557184752
6592,15.0001,38.0,8.954732510288066,1.0946502057613168,798.0,3.2839506172839505,34.19,-118.2,0.12224264705882351
8672,6.0308,38.0,5.857777777777778,1.0533333333333332,547.0,2.431111111111111,33.82,-118.38,0.17981790591805766
19642,1.875,15.0,5.327102803738318,1.1495327102803738,189.0,1.766355140186916,37.53,-120.81,0.21578947368421053
91,0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,0.4046511627906976
2577,3.5833,32.0,5.829479768786127,1.0375722543352601,855.0,2.4710982658959537,40.79,-124.13,0.17798710956866634
12078,3.55,20.0,4.777777777777778,1.0138888888888888,575.0,3.9930555555555554,33.84,-117.52,0.21220930232558138
10866,5.4836,18.0,5.271604938271605,0.9209876543209876,1464.0,3.6148148148148147,33.7,-117.88,0.17470725995316158
8384,2.6535,26.0,3.1676470588235293,1.0676470588235294,3193.0,3.130392156862745,33.95,-118.36,0.3370473537604457
12138,2.625,16.0,4.0,0.5,39.0,2.7857142857142856,33.87,-117.22,0.125
17929,3.925,35.0,5.05668016194332,0.9392712550607287,556.0,2.251012145748988,37.35,-121.97,0.18574859887910328
16437,3.1917,21.0,5.563380281690141,0.971830985915493,533.0,2.5023474178403755,38.07,-121.29,0.17468354430379748
19956,4.2011,9.0,6.04516129032258,1.038709677419355,1955.0,3.153225806451613,36.22,-119.33,0.17182497331910354
9819,3.0379,47.0,4.8293333333333335,1.0693333333333332,948.0,2.528,36.62,-121.92,0.2214246272777471
16780,3.3906,15.0,4.023611111111111,1.011111111111111,2340.0,3.25,37.67,-122.48,0.2512944425267518
4260,1.5429,24.0,2.9702380952380953,1.1770833333333333,1215.0,1.8080357142857142,34.1,-118.34,0.39629258517034066
3896,4.5125,35.0,5.363344051446945,1.067524115755627,807.0,2.594855305466238,34.21,-118.5,0.19904076738609114
17398,3.1576,24.0,5.234177215189874,1.0042194092827004,1101.0,2.3227848101265822,34.94,-120.44,0.19185812172511083
1349,5.1337,13.0,4.9480519480519485,0.9285714285714286,940.0,3.051948051948052,38.02,-121.93,0.18766404199475065
12081,4.7965,5.0,5.84015984015984,1.033966033966034,3258.0,3.254745254745255,33.76,-117.54,0.17704413274033526
13423,5.246,11.0,7.290148448043185,1.0074224021592442,5221.0,3.5229419703103915,34.14,-117.38,0.13818955942243613
12484,0.9196,52.0,1.550408719346049,1.103542234332425,509.0,1.3869209809264305,38.58,-121.49,0.7117750439367311
3777,2.2652,24.0,3.7652542372881355,1.0872881355932202,2421.0,2.051694915254237,34.17,-118.4,0.28876884987620977
17795,7.4559,34.0,7.418060200668896,0.9565217391304348,827.0,2.765886287625418,37.39,-121.81,0.12894499549143373
3740,3.3516,26.0,4.327296248382924,1.0582147477360933,1599.0,2.0685640362225097,34.17,-118.39,0.24454409566517193
15738,1.8438,17.0,3.2734375,0.8828125,1093.0,2.8463541666666665,37.78,-122.42,0.26968973747016706
4050,10.4399,23.0,8.31067125645439,1.0232358003442341,3585.0,3.085197934595525,34.14,-118.56,0.12312312312312312
19401,2.8565,12.0,4.863881401617251,0.9595687331536388,2650.0,3.5714285714285716,37.73,-120.95,0.19728456636187308
7705,4.5625,35.0,6.0,1.0,706.0,2.824,33.96,-118.13,0.16666666666666666
13842,0.8246,18.0,4.65,0.9833333333333333,188.0,3.1333333333333333,34.55,-117.32,0.21146953405017918
2762,1.2639,16.0,7.424242424242424,1.7272727272727273,81.0,2.4545454545454546,33.19,-116.0,0.2326530612244898
3581,6.2788,26.0,6.581047381546135,0.942643391521197,1191.0,2.970074812967581,34.25,-118.54,0.143236074270557
15971,4.9926,40.0,4.787878787878788,1.0093240093240092,1738.0,4.051282051282051,37.71,-122.41,0.21080817916260952
7105,4.5144,35.0,5.975384615384615,1.0215384615384615,1127.0,3.4676923076923076,33.9,-118.0,0.1709577754891864
6372,3.9125,52.0,5.088838268792711,1.0751708428246014,986.0,2.2460136674259683,34.15,-118.01,0.21128021486123547
15650,1.9145,52.0,3.2241935483870967,1.0354838709677419,1846.0,2.97741935483871,37.8,-122.41,0.32116058029014505
11946,2.4922,31.0,5.011811023622047,1.031496062992126,686.0,2.7007874015748032,33.93,-117.43,0.20581304006284368
5062,1.4625,37.0,4.247844827586207,1.105603448275862,1673.0,3.605603448275862,33.99,-118.28,0.2602739726027397
3602,5.0325,30.0,6.097222222222222,1.0902777777777777,899.0,3.1215277777777777,34.22,-118.49,0.1788154897494305
13764,4.9688,4.0,6.333333333333333,1.0493827160493827,1341.0,2.759259259259259,34.06,-117.13,0.16569200779727097
11179,3.65,18.0,4.421733505821475,1.054333764553687,1961.0,2.536869340232859,33.84,-117.95,0.23844353423054418
6948,2.8152,36.0,3.532286212914485,1.0296684118673647,2028.0,3.5392670157068062,33.99,-118.08,0.29150197628458496
7756,3.6917,35.0,6.047808764940239,1.1115537848605577,857.0,3.414342629482072,33.91,-118.12,0.18379446640316205
9638,2.875,43.0,5.391304347826087,1.0724637681159421,801.0,3.869565217391304,37.09,-120.95,0.19892473118279572
12447,1.6154,17.0,62.422222222222224,14.11111111111111,83.0,1.8444444444444446,33.97,-114.49,0.22605909576361694
9212,2.9306,37.0,5.4363636363636365,1.0618181818181818,858.0,3.12,37.04,-120.35,0.19531772575250836
8897,2.8981,32.0,4.002232142857143,1.0625,1143.0,2.5513392857142856,34.03,-118.48,0.2654768544339096
15214,6.0862,9.0,6.379166666666666,1.0083333333333333,850.0,3.5416666666666665,32.97,-117.11,0.1580666231221424
17920,4.5427,16.0,3.8632580261593343,1.1260404280618312,1637.0,1.9464922711058263,37.35,-121.99,0.2914742997845491
10435,4.0647,23.0,4.717112922002328,1.1117578579743888,1950.0,2.270081490104773,33.43,-117.62,0.23568608094768015
12823,3.0903,10.0,5.988235294117647,1.035294117647059,1932.0,3.788235294117647,38.72,-121.42,0.17288801571709236
9761,4.4209,33.0,5.709864603481625,1.0928433268858802,1264.0,2.4448742746615086,36.49,-121.74,0.19139566395663957
18331,6.1575,52.0,7.573333333333333,1.2133333333333334,219.0,2.92,37.45,-122.15,0.1602112676056338
10766,3.2125,26.0,4.352,1.0026666666666666,598.0,1.5946666666666667,33.63,-117.9,0.23039215686274506
9574,3.5393,15.0,5.460504201680672,1.030252100840336,1569.0,2.6369747899159663,37.35,-120.59,0.18867343798091718
6017,3.9224,39.0,5.332727272727273,1.0727272727272728,1886.0,3.429090909090909,34.05,-117.78,0.20115922263893624
12408,3.4583,24.0,5.207100591715976,1.106508875739645,507.0,3.0,33.81,-116.25,0.21250000000000002
2956,2.3125,38.0,4.959322033898305,0.9966101694915255,692.0,2.3457627118644067,35.34,-119.02,0.20095693779904308
7869,2.2027,32.0,3.2301255230125525,1.0711297071129706,1981.0,2.0721757322175733,33.88,-118.13,0.33160621761658027
9670,3.5469,15.0,5.829411764705882,1.6294117647058823,419.0,2.4647058823529413,38.03,-118.98,0.2795156407669021
5409,4.2411,41.0,4.637450199203188,1.0557768924302788,561.0,2.235059760956175,34.03,-118.44,0.2276632302405498
9611,1.0955,17.0,4.147766323024055,1.0206185567010309,2487.0,4.27319587628866,37.29,-120.49,0.24606462303231147
7520,2.5882,33.0,4.376146788990826,1.1055045871559632,655.0,3.0045871559633026,33.91,-118.26,0.2526205450733752
1103,2.3036,22.0,6.246808510638298,1.2127659574468086,611.0,2.6,39.97,-121.51,0.19414168937329704
12460,1.625,21.0,4.549199084668192,1.105263157894737,1182.0,2.7048054919908466,33.6,-114.6,0.24295774647887325
14034,3.125,47.0,4.9144736842105265,1.075657894736842,689.0,2.2664473684210527,32.74,-117.14,0.2188755020080321
17040,5.6271,44.0,6.262780269058296,1.0143497757847533,2818.0,2.527354260089686,37.5,-122.26,0.16196477158814263
4690,4.7019,48.0,4.873949579831932,1.0084033613445378,748.0,2.0952380952380953,34.07,-118.36,0.20689655172413796
1558,7.8287,8.0,7.290032154340836,1.0655948553054662,4089.0,2.629581993569132,37.8,-121.94,0.1461714890613973
12711,2.5363,25.0,4.632016632016632,1.1101871101871101,1130.0,2.3492723492723493,38.59,-121.4,0.23967684021543983
2488,1.7075,9.0,4.937153419593345,1.1959334565619224,1484.0,2.743068391866913,36.14,-120.35,0.24223137401722203
18897,2.5865,47.0,4.681818181818182,1.0419580419580419,794.0,2.7762237762237763,38.12,-122.25,0.22255414488424197
19140,4.1964,14.0,6.297405189620759,1.157684630738523,1208.0,2.411177644710579,38.31,-122.7,0.1838351822503962
3523,5.4065,34.0,6.8320610687022905,1.0782442748091603,1694.0,3.232824427480916,34.28,-118.51,0.15782122905027932
4542,1.4115,52.0,3.3505747126436782,0.9022988505747126,730.0,4.195402298850575,34.03,-118.2,0.2692967409948542
15342,3.676,35.0,4.770562770562771,1.0432900432900434,1435.0,3.106060606060606,33.22,-117.37,0.21869328493647913
3400,4.6944,30.0,6.030018761726079,0.9624765478424016,1700.0,3.189493433395872,34.28,-118.35,0.15961418792781581
18348,10.476,15.0,7.079670329670329,0.989010989010989,979.0,2.6895604395604398,37.41,-122.15,0.13969732246798605
20326,6.907,16.0,6.644539614561028,1.032119914346895,1567.0,3.355460385438972,34.3,-118.96,0.15533354817918144
16255,1.5329,39.0,4.263285024154589,1.0,1056.0,2.550724637681159,37.98,-121.25,0.23456090651558076
13576,2.3438,37.0,5.862903225806452,1.0524193548387097,761.0,3.068548387096774,34.14,-117.3,0.17950481430536452
2272,2.4167,39.0,5.7331786542923435,1.0672853828306264,1118.0,2.593967517401392,36.79,-119.81,0.18615944961554023
2374,3.7261,7.0,5.717532467532467,1.0032467532467533,974.0,3.1623376623376624,36.7,-119.57,0.17546848381601365
10844,6.1601,26.0,6.395408163265306,1.0025510204081634,1333.0,3.4005102040816326,33.67,-117.9,0.15676106900678102
16845,4.1692,21.0,4.2224052718286655,1.0687808896210873,4790.0,1.972817133443163,37.61,-122.43,0.25312134217713617
12618,4.2075,15.0,6.111334002006018,1.0541624874623872,2415.0,2.4222668004012036,38.5,-121.54,0.17249302478253734
8728,5.5023,5.0,5.167657550535077,1.0618311533888227,5272.0,2.08957590170432,33.83,-118.33,0.2054763000460193
9843,3.0625,45.0,5.242424242424242,0.9603729603729604,944.0,2.2004662004662006,36.6,-121.9,0.18319253001333927
292,3.5739,45.0,6.052083333333333,1.0338541666666667,968.0,2.5208333333333335,37.77,-122.16,0.17082616179001722
11028,5.3041,37.0,5.741596638655462,0.9663865546218487,1378.0,2.8949579831932772,33.79,-117.84,0.16831320892791804
11392,5.7121,27.0,6.335347432024169,0.9818731117824774,1217.0,3.676737160120846,33.73,-117.97,0.15498330948974726
2870,2.1588,34.0,4.7908309455587395,1.0286532951289398,1059.0,3.0343839541547277,35.37,-118.95,0.21471291866028705
13886,2.5333,5.0,3.7142857142857144,1.3928571428571428,132.0,2.357142857142857,35.23,-115.75,0.37499999999999994
11401,7.6709,17.0,7.691379310344828,1.0086206896551724,2095.0,3.6120689655172415,33.72,-117.93,0.13113651647612642
9964,4.875,35.0,5.927536231884058,1.1400966183574879,548.0,2.6473429951690823,38.53,-122.52,0.19233903830480847
15784,1.8519,52.0,2.654450261780105,1.1047120418848169,1055.0,2.761780104712042,37.78,-122.41,0.4161735700197239
16451,4.0625,48.0,5.375,0.9460227272727273,804.0,2.284090909090909,38.13,-121.28,0.17600422832980972
14228,5.0947,14.0,5.076923076923077,1.0384615384615385,943.0,3.626923076923077,32.68,-117.04,0.20454545454545459
20366,5.9836,17.0,6.360655737704918,1.0081967213114753,685.0,2.807377049180328,34.17,-118.92,0.15850515463917525
16776,3.5909,35.0,4.047058823529412,0.9905882352941177,1452.0,3.416470588235294,37.69,-122.47,0.24476744186046512
16505,3.6016,21.0,5.387755102040816,1.0770975056689343,1175.0,2.6643990929705215,37.74,-121.13,0.19991582491582494
19425,3.4632,6.0,5.488421052631579,1.1726315789473685,1266.0,2.665263157894737,37.69,-121.03,0.21365554276946683
4879,1.2096,49.0,4.397058823529412,1.3235294117647058,287.0,4.220588235294118,34.03,-118.26,0.3010033444816053
17279,6.8927,31.0,6.634551495016611,0.9933554817275747,826.0,2.744186046511628,34.4,-119.75,0.14972458688032048
10542,5.5507,17.0,6.5390243902439025,1.1073170731707318,830.0,2.024390243902439,33.47,-117.71,0.16933979858261844
19752,2.3517,13.0,4.867801047120419,1.051047120418848,1754.0,2.2958115183246073,40.18,-122.22,0.21591825759612798
20104,2.0057,17.0,5.100806451612903,1.060483870967742,1024.0,2.064516129032258,37.97,-120.33,0.20790513833992097
10420,6.1557,35.0,6.406015037593985,1.012531328320802,946.0,2.3709273182957395,33.41,-117.61,0.15805946791862285
14455,3.7306,34.0,3.864297253634895,1.0549273021001615,933.0,1.507269789983845,32.83,-117.28,0.2729933110367893
4418,3.1864,52.0,4.607038123167156,1.1217008797653958,1728.0,2.533724340175953,34.09,-118.25,0.24347549331635895
10002,4.5042,9.0,7.129129129129129,1.117117117117117,884.0,2.6546546546546548,39.04,-121.07,0.15669755686604883
4647,2.1435,52.0,2.8095238095238093,1.0,1920.0,2.5396825396825395,34.06,-118.31,0.35593220338983056
12470,3.8914,52.0,5.673101673101673,1.0386100386100385,1604.0,2.0643500643500645,38.58,-121.46,0.18307622504537205
19741,2.4555,15.0,6.177033492822966,1.291866028708134,1697.0,2.7065390749601277,39.9,-122.57,0.20914020139426803
356,2.4598,36.0,5.358381502890174,1.1059730250481696,1438.0,2.770712909441233,37.76,-122.16,0.2064005753326142
11553,4.7404,29.0,5.553225806451613,1.0241935483870968,2257.0,3.640322580645161,33.74,-117.98,0.18443218123729305
686,3.4375,30.0,4.290322580645161,0.96415770609319,695.0,2.4910394265232974,37.69,-122.12,0.22472848788638264
4584,1.494,45.0,1.7680250783699059,1.1065830721003134,1172.0,3.6739811912225706,34.06,-118.27,0.625886524822695
837,4.625,22.0,5.85408560311284,0.9669260700389105,1640.0,3.190661478599222,37.6,-122.06,0.16517115320704553
7013,4.8929,36.0,5.0,1.0790513833992095,1052.0,4.158102766798419,33.97,-118.07,0.2158102766798419
8458,4.1,36.0,4.902612826603326,1.1258907363420427,1366.0,3.2446555819477436,33.91,-118.36,0.22965116279069767
12064,3.5313,34.0,5.7018867924528305,1.0264150943396226,773.0,2.9169811320754717,33.87,-117.58,0.1800132362673726
19395,1.3583,10.0,4.5,1.1702127659574468,295.0,3.1382978723404253,37.77,-120.85,0.26004728132387706
10198,5.1237,52.0,5.7828418230563,0.9705093833780161,1001.0,2.683646112600536,33.88,-117.93,0.16782568382012056
1726,0.9797,32.0,4.843283582089552,1.3544776119402986,716.0,2.671641791044776,37.95,-122.37,0.2796610169491526
19697,4.174,22.0,6.213171577123051,0.949740034662045,1757.0,3.045060658578856,39.1,-121.63,0.15285913528591352
17721,6.6813,13.0,6.140206185567011,1.041237113402062,1794.0,3.6989690721649486,37.33,-121.79,0.16957689724647415
2362,5.4895,13.0,7.926356589147287,1.1149870801033592,2473.0,3.195090439276486,36.83,-119.58,0.1406682966585167
17307,5.759,22.0,7.366568914956011,1.249266862170088,919.0,2.695014662756598,34.38,-119.57,0.16958598726114651
